material_type,quality_grade,quantity,unit,age_years,damage_percentage,original_price,current_market_price,location,transport_distance,demand_score,reuse_score,selling_price
Concrete Rubble,Grade D,60.0,Tonnes,8.9,46.3,72000.0,75600.0,Bangalore,7.2,1.12,22.0,12447.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,3.9,78.8,0.0,0.0,Bangalore,27.9,1.12,0.0,0.0
Cement Blocks,Grade E,500.0,Pieces,8.3,74.1,26000.0,27300.0,Hyderabad,46.5,1.05,0.0,0.0
Aluminum Windows,Grade C,200.0,Pieces,3.5,63.9,560000.0,588000.0,Mumbai,9.1,1.18,38.0,148873.0
Red Bricks,Grade C,5000.0,Pieces,6.4,75.3,55000.0,57750.0,Delhi,32.5,1.1,38.0,12770.0
Cement Blocks,Grade E,50.0,Pieces,6.4,43.8,2600.0,2730.0,Delhi,36.1,1.1,0.0,0.0
Granite Slabs,Grade B,800.0,sq.ft,0.7,3.8,152000.0,159600.0,Chennai,37.6,1.02,55.00000000000001,85441.0
Aluminum Windows,Grade A,200.0,Pieces,1.7,7.7,560000.0,588000.0,Delhi,15.1,1.1,75.0,401724.0
Granite Slabs,Grade A,250.0,sq.ft,6.7,38.3,47500.0,49875.0,Mysuru,9.2,0.95,75.0,24658.0
Corrugated Roofing Sheets,Grade C,500.0,sq.ft,0.6,29.7,32500.0,34125.0,Delhi,31.2,1.1,38.0,10790.0
TMT Steel Rods,Grade B,3000.0,kg,3.8,8.2,174000.0,182700.0,Mumbai,29.7,1.18,55.00000000000001,101674.0
Aluminum Windows,Grade C,50.0,Pieces,3.9,72.2,140000.0,147000.0,Mumbai,21.2,1.18,38.0,36728.0
Marble Slabs,Grade A,500.0,sq.ft,1.3,9.5,105000.0,110250.0,Bangalore,17.4,1.12,75.0,80225.0
Cement Blocks,Grade B,5000.0,Pieces,1.2,3.8,260000.0,273000.0,Mysuru,49.5,0.95,55.00000000000001,133396.0
Concrete Rubble,Grade C,25.0,Tonnes,4.4,63.2,30000.0,31500.0,Hyderabad,20.5,1.05,38.0,7453.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,2.5,65.4,0.0,0.0,Hyderabad,13.5,1.05,0.0,0.0
Ceramic Floor Tiles,Grade A,800.0,sq.ft,3.7,5.0,33600.0,35280.0,Pune,18.6,1.06,75.0,27014.0
Marble Slabs,Grade C,1200.0,sq.ft,6.7,54.7,252000.0,264600.0,Pune,23.3,1.06,38.0,65905.0
Window Glass,Grade D,250.0,sq.ft,0.3,35.0,18750.0,19687.5,Mumbai,29.7,1.18,22.0,3954.0
Galvanized Iron (GI) Pipes,Grade B,5000.0,Pieces,0.4,15.1,2750000.0,2887500.0,Delhi,16.9,1.1,55.00000000000001,1562736.0
TMT Steel Rods,Grade D,3000.0,kg,4.4,74.4,174000.0,182700.0,Chennai,5.2,1.02,22.0,20317.0
Sanitaryware Ceramics,Grade B,1000.0,Pieces,5.5,18.4,850000.0,892500.0,Chennai,18.8,1.02,55.00000000000001,428808.0
Window Glass,Grade B,500.0,sq.ft,0.5,16.9,37500.0,39375.0,Mysuru,15.9,0.95,55.00000000000001,17689.0
Granite Slabs,Grade C,1200.0,sq.ft,4.5,32.1,228000.0,239400.0,Chennai,29.4,1.02,38.0,69606.0
Granite Slabs,Grade A,800.0,sq.ft,0.7,28.3,152000.0,159600.0,Mysuru,44.6,0.95,75.0,87478.0
Concrete Rubble,Grade B,10.0,Tonnes,7.7,26.1,12000.0,12600.0,Mumbai,26.4,1.18,55.00000000000001,6618.0
Red Bricks,Grade B,100.0,Pieces,1.0,22.3,1100.0,1155.0,Chennai,37.8,1.02,55.00000000000001,535.0
Granite Slabs,Grade A,1200.0,sq.ft,0.3,25.4,228000.0,239400.0,Delhi,34.7,1.1,75.0,162097.0
Flush Doors,Grade D,200.0,Pieces,1.6,77.2,840000.0,882000.0,Hyderabad,49.2,1.05,22.0,103910.0
Corrugated Roofing Sheets,Grade B,800.0,sq.ft,12.2,10.1,52000.0,54600.0,Chennai,16.1,1.02,55.00000000000001,28163.0
Galvanized Iron (GI) Pipes,Grade E,500.0,Pieces,3.5,56.5,275000.0,288750.0,Chennai,24.3,1.02,0.0,0.0
Granite Slabs,Grade A,1200.0,sq.ft,2.2,9.5,228000.0,239400.0,Chennai,7.7,1.02,75.0,161824.0
Flush Doors,Grade B,500.0,Pieces,1.6,5.2,2100000.0,2205000.0,Pune,34.1,1.06,55.00000000000001,1206150.0
Sanitaryware Ceramics,Grade B,500.0,Pieces,2.6,7.0,425000.0,446250.0,Delhi,12.2,1.1,55.00000000000001,261541.0
Structural Wood / Timber,Grade D,800.0,sq.ft,2.3,63.2,104000.0,109200.0,Mysuru,41.9,0.95,22.0,13676.0
Galvanized Iron (GI) Pipes,Grade C,2000.0,Pieces,2.3,75.4,1100000.0,1155000.0,Chennai,16.6,1.02,38.0,220535.0
Construction Sand,Grade E,25.0,Tonnes,0.6,74.5,45000.0,47250.0,Delhi,47.6,1.1,0.0,0.0
Galvanized Iron (GI) Pipes,Grade B,100.0,Pieces,3.1,4.2,55000.0,57750.0,Pune,7.4,1.06,55.00000000000001,29977.0
Mixed Demolition Waste,Grade B,60.0,Tonnes,2.1,44.7,27000.0,28350.0,Hyderabad,13.3,1.05,55.00000000000001,10921.0
Ceramic Floor Tiles,Grade D,250.0,sq.ft,3.3,57.9,10500.0,11025.0,Mysuru,45.3,0.95,22.0,1363.0
Sanitaryware Ceramics,Grade C,5000.0,Pieces,1.2,47.8,4250000.0,4462500.0,Mysuru,44.0,0.95,38.0,1079353.0
TMT Steel Rods,Grade C,200.0,kg,4.3,59.3,11600.0,12180.0,Delhi,8.9,1.1,38.0,2863.0
Granite Slabs,Grade C,100.0,sq.ft,0.2,72.5,19000.0,19950.0,Delhi,30.7,1.1,38.0,4282.0
Cement Blocks,Grade A,2000.0,Pieces,7.5,15.3,104000.0,109200.0,Mysuru,33.8,0.95,75.0,69745.0
Galvanized Iron (GI) Pipes,Grade A,50.0,Pieces,3.1,13.9,27500.0,28875.0,Mumbai,27.4,1.18,75.0,22336.0
Concrete Rubble,Grade B,10.0,Tonnes,3.3,17.9,12000.0,12600.0,Delhi,19.4,1.1,55.00000000000001,6525.0
TMT Steel Rods,Grade C,1500.0,kg,2.6,70.5,87000.0,91350.0,Hyderabad,20.8,1.05,38.0,21249.0
PVC Pipes,Grade C,50.0,Pieces,3.1,58.5,13000.0,13650.0,Chennai,48.3,1.02,38.0,3028.0
Construction Sand,Grade C,40.0,Tonnes,19.1,40.6,72000.0,75600.0,Bangalore,28.3,1.12,38.0,22908.0
Corrugated Roofing Sheets,Grade A,1200.0,sq.ft,0.5,28.1,78000.0,81900.0,Pune,37.6,1.06,75.0,52978.0
Sanitaryware Ceramics,Grade B,1000.0,Pieces,1.2,20.1,850000.0,892500.0,Chennai,25.2,1.02,55.00000000000001,465746.0
PVC Pipes,Grade B,500.0,Pieces,3.0,21.5,130000.0,136500.0,Hyderabad,7.0,1.05,55.00000000000001,63577.0
Natural Stone Slabs,Grade C,25.0,Tonnes,2.1,55.3,27500.0,28875.0,Mumbai,26.1,1.18,38.0,7956.0
Natural Stone Slabs,Grade B,10.0,Tonnes,7.2,32.6,11000.0,11550.0,Chennai,9.6,1.02,55.00000000000001,4952.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,0.3,69.8,0.0,0.0,Bangalore,14.0,1.12,0.0,0.0
Aluminum Windows,Grade B,500.0,Pieces,0.3,13.8,1400000.0,1470000.0,Bangalore,27.2,1.12,55.00000000000001,777076.0
Corrugated Roofing Sheets,Grade B,250.0,sq.ft,4.3,29.9,16250.0,17062.5,Hyderabad,49.8,1.05,55.00000000000001,7195.0
Cement Blocks,Grade C,2000.0,Pieces,2.7,41.7,104000.0,109200.0,Delhi,10.1,1.1,38.0,31844.0
Marble Slabs,Grade D,1200.0,sq.ft,0.3,51.5,252000.0,264600.0,Delhi,24.3,1.1,22.0,44291.0
Concrete Rubble,Grade B,15.0,Tonnes,0.5,14.8,18000.0,18900.0,Bangalore,32.3,1.12,55.00000000000001,9653.0
Concrete Rubble,Grade B,40.0,Tonnes,0.2,25.1,48000.0,50400.0,Delhi,18.3,1.1,55.00000000000001,25096.0
Mixed Demolition Waste,Grade B,10.0,Tonnes,1.1,37.1,4500.0,4725.0,Bangalore,50.0,1.12,55.00000000000001,2086.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,2.2,75.6,0.0,0.0,Mumbai,43.4,1.18,0.0,0.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,0.4,10.4,6500.0,6825.0,Delhi,45.5,1.1,55.00000000000001,3921.0
Concrete Rubble,Grade A,60.0,Tonnes,3.4,4.4,72000.0,75600.0,Hyderabad,20.5,1.05,75.0,55268.0
Structural Wood / Timber,Grade A,500.0,sq.ft,1.8,31.7,65000.0,68250.0,Hyderabad,26.1,1.05,75.0,41851.0
Granite Slabs,Grade B,500.0,sq.ft,0.7,8.3,95000.0,99750.0,Pune,6.8,1.06,55.00000000000001,52889.0
Electrical Wiring & Panels,Grade C,5000.0,Pieces,1.9,80.4,1100000.0,1155000.0,Mumbai,43.6,1.18,38.0,267974.0
Flush Doors,Grade D,5000.0,Pieces,0.5,83.9,21000000.0,22050000.0,Delhi,25.1,1.1,22.0,2548314.0
Aluminum Windows,Grade C,5000.0,Pieces,0.8,83.2,14000000.0,14700000.0,Mysuru,41.8,0.95,38.0,2544059.0
Aluminum Windows,Grade B,5000.0,Pieces,8.1,20.3,14000000.0,14700000.0,Mysuru,8.4,0.95,55.00000000000001,6374461.0
Granite Slabs,Grade C,500.0,sq.ft,0.4,47.8,95000.0,99750.0,Mumbai,46.1,1.18,38.0,31385.0
Galvanized Iron (GI) Pipes,Grade A,2000.0,Pieces,3.1,23.1,1100000.0,1155000.0,Hyderabad,36.1,1.05,75.0,727157.0
TMT Steel Rods,Grade A,200.0,kg,2.6,22.5,11600.0,12180.0,Chennai,45.8,1.02,75.0,7305.0
Sanitaryware Ceramics,Grade B,5000.0,Pieces,3.8,19.3,4250000.0,4462500.0,Chennai,39.4,1.02,55.00000000000001,2043943.0
Corrugated Roofing Sheets,Grade E,1200.0,sq.ft,3.2,44.1,78000.0,81900.0,Delhi,48.6,1.1,0.0,0.0
Aluminum Windows,Grade E,1000.0,Pieces,5.8,29.6,2800000.0,2940000.0,Delhi,46.4,1.1,0.0,0.0
Red Bricks,Grade B,500.0,Pieces,1.9,17.8,5500.0,5775.0,Hyderabad,15.9,1.05,55.00000000000001,2795.0
Flush Doors,Grade B,100.0,Pieces,1.6,19.4,420000.0,441000.0,Pune,47.4,1.06,55.00000000000001,214461.0
Mixed Demolition Waste,Grade D,5.0,Tonnes,2.0,31.9,2250.0,2362.5,Delhi,36.0,1.1,22.0,499.0
Construction Sand,Grade B,60.0,Tonnes,2.2,7.9,108000.0,113400.0,Bangalore,21.9,1.12,55.00000000000001,62646.0
Red Bricks,Grade E,50.0,Pieces,2.9,59.5,550.0,577.5,Delhi,22.6,1.1,0.0,0.0
Mixed Demolition Waste,Grade C,5.0,Tonnes,0.6,62.2,2250.0,2362.5,Mysuru,8.4,0.95,38.0,533.0
TMT Steel Rods,Grade A,200.0,kg,1.4,27.5,11600.0,12180.0,Chennai,12.1,1.02,75.0,7385.0
Construction Sand,Grade A,60.0,Tonnes,0.8,15.1,108000.0,113400.0,Delhi,46.5,1.1,75.0,79922.0
Electrical Wiring & Panels,Grade D,5000.0,Pieces,8.7,57.1,1100000.0,1155000.0,Pune,43.2,1.06,22.0,173682.0
TMT Steel Rods,Grade B,200.0,kg,1.4,18.2,11600.0,12180.0,Bangalore,26.3,1.12,55.00000000000001,6901.0
Marble Slabs,Grade B,1200.0,sq.ft,1.1,14.4,252000.0,264600.0,Mysuru,43.6,0.95,55.00000000000001,117293.0
Marble Slabs,Grade A,1200.0,sq.ft,0.7,22.5,252000.0,264600.0,Pune,46.9,1.06,75.0,190343.0
Electrical Wiring & Panels,Grade C,50.0,Pieces,7.7,49.0,11000.0,11550.0,Mysuru,42.7,0.95,38.0,2883.0
Galvanized Iron (GI) Pipes,Grade A,2000.0,Pieces,1.9,27.1,1100000.0,1155000.0,Delhi,21.9,1.1,75.0,747766.0
Cement Blocks,Grade B,1000.0,Pieces,0.9,27.7,52000.0,54600.0,Mumbai,23.8,1.18,55.00000000000001,27784.0
Window Glass,Grade C,1200.0,sq.ft,3.0,23.2,90000.0,94500.0,Mysuru,23.5,0.95,38.0,27143.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,1.1,61.0,0.0,0.0,Hyderabad,27.0,1.05,0.0,0.0
Mixed Demolition Waste,Grade A,10.0,Tonnes,7.5,10.7,4500.0,4725.0,Hyderabad,7.4,1.05,75.0,3329.0
Flush Doors,Grade B,2000.0,Pieces,0.7,11.6,8400000.0,8820000.0,Mysuru,20.3,0.95,55.00000000000001,4174900.0
Window Glass,Grade B,250.0,sq.ft,7.9,23.9,18750.0,19687.5,Hyderabad,15.4,1.05,55.00000000000001,9061.0
Cement Blocks,Grade B,2000.0,Pieces,3.1,13.6,104000.0,109200.0,Delhi,39.3,1.1,55.00000000000001,57529.0
Window Glass,Grade E,800.0,sq.ft,4.4,66.2,60000.0,63000.0,Chennai,47.5,1.02,0.0,0.0
Granite Slabs,Grade A,800.0,sq.ft,4.1,2.9,152000.0,159600.0,Pune,28.7,1.06,75.0,117740.0
Mixed Demolition Waste,Grade A,25.0,Tonnes,6.9,5.7,11250.0,11812.5,Pune,17.2,1.06,75.0,8737.0
Corrugated Roofing Sheets,Grade C,800.0,sq.ft,4.6,25.6,52000.0,54600.0,Pune,42.0,1.06,38.0,18820.0
Structural Wood / Timber,Grade A,800.0,sq.ft,0.4,15.7,104000.0,109200.0,Delhi,12.3,1.1,75.0,70189.0
Aluminum Windows,Grade B,1000.0,Pieces,2.6,22.4,2800000.0,2940000.0,Bangalore,46.5,1.12,55.00000000000001,1513916.0
Electrical Wiring & Panels,Grade D,50.0,Pieces,1.3,65.6,11000.0,11550.0,Bangalore,23.7,1.12,22.0,1644.0
Cement Blocks,Grade B,1000.0,Pieces,5.4,16.9,52000.0,54600.0,Chennai,22.6,1.02,55.00000000000001,26478.0
Marble Slabs,Grade A,800.0,sq.ft,3.8,31.2,168000.0,176400.0,Delhi,22.2,1.1,75.0,107415.0
Aluminum Windows,Grade A,1000.0,Pieces,0.3,15.4,2800000.0,2940000.0,Mumbai,28.1,1.18,75.0,2204713.0
Corrugated Roofing Sheets,Grade B,1200.0,sq.ft,2.1,29.1,78000.0,81900.0,Mysuru,22.0,0.95,55.00000000000001,34591.0
Ceramic Floor Tiles,Grade C,800.0,sq.ft,1.9,85.2,33600.0,35280.0,Pune,12.1,1.06,38.0,6618.0
Sanitaryware Ceramics,Grade A,50.0,Pieces,1.7,37.4,42500.0,44625.0,Hyderabad,46.3,1.05,75.0,25611.0
Marble Slabs,Grade D,250.0,sq.ft,7.0,66.2,52500.0,55125.0,Mysuru,25.3,0.95,22.0,6693.0
Sanitaryware Ceramics,Grade B,50.0,Pieces,2.1,25.8,42500.0,44625.0,Bangalore,44.8,1.12,55.00000000000001,21632.0
Marble Slabs,Grade B,800.0,sq.ft,6.3,13.7,168000.0,176400.0,Mysuru,24.8,0.95,55.00000000000001,79431.0
Aluminum Windows,Grade E,2000.0,Pieces,7.5,54.8,5600000.0,5880000.0,Mumbai,5.3,1.18,0.0,0.0
Electrical Wiring & Panels,Grade D,200.0,Pieces,1.8,82.5,44000.0,46200.0,Mumbai,15.6,1.18,22.0,5854.0
Natural Stone Slabs,Grade A,10.0,Tonnes,2.6,21.5,11000.0,11550.0,Hyderabad,45.6,1.05,75.0,7096.0
Mixed Demolition Waste,Grade B,60.0,Tonnes,0.5,36.6,27000.0,28350.0,Delhi,5.9,1.1,55.00000000000001,12026.0
Galvanized Iron (GI) Pipes,Grade C,2000.0,Pieces,8.9,30.2,1100000.0,1155000.0,Chennai,17.7,1.02,38.0,358931.0
Flush Doors,Grade C,1000.0,Pieces,1.0,61.2,4200000.0,4410000.0,Hyderabad,32.7,1.05,38.0,1073604.0
Concrete Rubble,Grade C,5.0,Tonnes,1.0,74.5,6000.0,6300.0,Delhi,30.3,1.1,38.0,1361.0
Mixed Demolition Waste,Grade B,40.0,Tonnes,0.8,16.1,18000.0,18900.0,Chennai,15.0,1.02,55.00000000000001,9509.0
Galvanized Iron (GI) Pipes,Grade E,1000.0,Pieces,1.3,79.5,550000.0,577500.0,Mumbai,26.2,1.18,0.0,0.0
PVC Pipes,Grade C,5000.0,Pieces,3.2,68.6,1300000.0,1365000.0,Bangalore,18.1,1.12,38.0,309309.0
Natural Stone Slabs,Grade B,10.0,Tonnes,1.9,19.8,11000.0,11550.0,Delhi,39.4,1.1,55.00000000000001,5743.0
Corrugated Roofing Sheets,Grade C,250.0,sq.ft,3.1,64.2,16250.0,17062.5,Hyderabad,21.4,1.05,38.0,4072.0
Granite Slabs,Grade C,250.0,sq.ft,6.5,77.9,47500.0,49875.0,Mumbai,37.2,1.18,38.0,11896.0
Red Bricks,Grade C,200.0,Pieces,0.7,64.6,2200.0,2310.0,Chennai,31.4,1.02,38.0,503.0
Sanitaryware Ceramics,Grade B,2000.0,Pieces,2.8,40.1,1700000.0,1785000.0,Delhi,43.4,1.1,55.00000000000001,778467.0
Electrical Wiring & Panels,Grade B,200.0,Pieces,15.3,14.8,44000.0,46200.0,Mumbai,5.9,1.18,55.00000000000001,26212.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,2.0,45.3,0.0,0.0,Delhi,46.6,1.1,0.0,0.0
TMT Steel Rods,Grade B,500.0,kg,12.7,36.2,29000.0,30450.0,Mumbai,47.6,1.18,55.00000000000001,15273.0
Construction Sand,Grade B,60.0,Tonnes,2.9,12.9,108000.0,113400.0,Pune,24.1,1.06,55.00000000000001,56435.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,3.7,80.9,0.0,0.0,Chennai,45.7,1.02,0.0,0.0
Sanitaryware Ceramics,Grade C,100.0,Pieces,0.9,71.5,85000.0,89250.0,Hyderabad,31.5,1.05,38.0,18186.0
TMT Steel Rods,Grade B,1500.0,kg,3.9,4.0,87000.0,91350.0,Delhi,36.1,1.1,55.00000000000001,50617.0
Ceramic Floor Tiles,Grade A,500.0,sq.ft,0.4,18.3,21000.0,22050.0,Chennai,13.0,1.02,75.0,13930.0
PVC Pipes,Grade E,5000.0,Pieces,5.0,32.8,1300000.0,1365000.0,Pune,5.9,1.06,0.0,0.0
Red Bricks,Grade B,1000.0,Pieces,1.1,35.2,11000.0,11550.0,Mumbai,16.1,1.18,55.00000000000001,5403.0
Cement Blocks,Grade C,1000.0,Pieces,2.7,57.9,52000.0,54600.0,Mysuru,20.6,0.95,38.0,12497.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,1.5,2.3,21000.0,22050.0,Mumbai,42.0,1.18,55.00000000000001,13811.0
Window Glass,Grade D,250.0,sq.ft,5.2,40.4,18750.0,19687.5,Mumbai,44.5,1.18,22.0,3753.0
Marble Slabs,Grade B,500.0,sq.ft,7.8,13.4,105000.0,110250.0,Pune,31.4,1.06,55.00000000000001,58328.0
Sanitaryware Ceramics,Grade B,2000.0,Pieces,0.9,9.9,1700000.0,1785000.0,Delhi,7.5,1.1,55.00000000000001,962111.0
TMT Steel Rods,Grade A,1000.0,kg,0.4,17.6,58000.0,60900.0,Delhi,28.8,1.1,75.0,44551.0
Aluminum Windows,Grade B,5000.0,Pieces,0.5,25.9,14000000.0,14700000.0,Pune,44.1,1.06,55.00000000000001,6706279.0
Concrete Rubble,Grade B,40.0,Tonnes,2.1,20.3,48000.0,50400.0,Mysuru,48.6,0.95,55.00000000000001,22431.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,7.1,77.9,0.0,0.0,Hyderabad,20.0,1.05,0.0,0.0
Corrugated Roofing Sheets,Grade D,1200.0,sq.ft,8.9,87.1,78000.0,81900.0,Bangalore,6.0,1.12,22.0,9742.0
Ceramic Floor Tiles,Grade C,250.0,sq.ft,2.3,76.8,10500.0,11025.0,Hyderabad,26.3,1.05,38.0,2101.0
PVC Pipes,Grade C,5000.0,Pieces,9.5,59.3,1300000.0,1365000.0,Delhi,13.6,1.1,38.0,372282.0
Cement Blocks,Grade B,50.0,Pieces,0.5,18.1,2600.0,2730.0,Delhi,46.2,1.1,55.00000000000001,1416.0
Cement Blocks,Grade B,1000.0,Pieces,1.5,35.6,52000.0,54600.0,Delhi,11.5,1.1,55.00000000000001,24983.0
Granite Slabs,Grade B,100.0,sq.ft,0.7,14.6,19000.0,19950.0,Mysuru,49.6,0.95,55.00000000000001,9103.0
Galvanized Iron (GI) Pipes,Grade C,50.0,Pieces,3.2,74.9,27500.0,28875.0,Delhi,48.7,1.1,38.0,6291.0
Marble Slabs,Grade A,100.0,sq.ft,5.3,10.8,21000.0,22050.0,Mysuru,31.1,0.95,75.0,13582.0
Marble Slabs,Grade B,500.0,sq.ft,0.8,5.2,105000.0,110250.0,Hyderabad,25.3,1.05,55.00000000000001,60533.0
Ceramic Floor Tiles,Grade A,500.0,sq.ft,1.3,23.3,21000.0,22050.0,Pune,10.7,1.06,75.0,15520.0
Electrical Wiring & Panels,Grade B,2000.0,Pieces,4.1,5.7,440000.0,462000.0,Mumbai,32.0,1.18,55.00000000000001,269363.0
Sanitaryware Ceramics,Grade C,1000.0,Pieces,0.7,50.1,850000.0,892500.0,Mumbai,39.9,1.18,38.0,270264.0
Window Glass,Grade B,100.0,sq.ft,1.0,12.4,7500.0,7875.0,Chennai,12.8,1.02,55.00000000000001,3940.0
Window Glass,Grade A,1200.0,sq.ft,2.9,1.5,90000.0,94500.0,Bangalore,20.2,1.12,75.0,73630.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,1.0,26.3,21000.0,22050.0,Delhi,8.1,1.1,55.00000000000001,10262.0
TMT Steel Rods,Grade A,1500.0,kg,1.9,24.4,87000.0,91350.0,Pune,30.0,1.06,75.0,58494.0
Window Glass,Grade B,800.0,sq.ft,1.3,20.9,60000.0,63000.0,Delhi,22.9,1.1,55.00000000000001,31051.0
Concrete Rubble,Grade D,5.0,Tonnes,5.9,71.6,6000.0,6300.0,Mumbai,16.1,1.18,22.0,909.0
Marble Slabs,Grade A,250.0,sq.ft,5.4,15.0,52500.0,55125.0,Mumbai,41.7,1.18,75.0,41834.0
Corrugated Roofing Sheets,Grade C,1200.0,sq.ft,1.8,70.1,78000.0,81900.0,Delhi,49.0,1.1,38.0,18425.0
Construction Sand,Grade A,15.0,Tonnes,4.1,22.7,27000.0,28350.0,Pune,34.2,1.06,75.0,18411.0
Granite Slabs,Grade C,250.0,sq.ft,8.7,44.6,47500.0,49875.0,Mysuru,39.0,0.95,38.0,12632.0
Sanitaryware Ceramics,Grade B,100.0,Pieces,2.4,4.5,85000.0,89250.0,Delhi,38.5,1.1,55.00000000000001,48918.0
Cement Blocks,Grade E,2000.0,Pieces,1.2,63.9,104000.0,109200.0,Mysuru,38.0,0.95,0.0,0.0
Ceramic Floor Tiles,Grade B,100.0,sq.ft,1.0,32.4,4200.0,4410.0,Pune,35.9,1.06,55.00000000000001,2107.0
Cement Blocks,Grade B,200.0,Pieces,1.3,32.4,10400.0,10920.0,Bangalore,5.2,1.12,55.00000000000001,4909.0
Red Bricks,Grade C,2000.0,Pieces,0.6,72.9,22000.0,23100.0,Bangalore,15.9,1.12,38.0,5628.0
Construction Sand,Grade B,10.0,Tonnes,2.7,22.6,18000.0,18900.0,Mumbai,33.4,1.18,55.00000000000001,9670.0
Sanitaryware Ceramics,Grade B,50.0,Pieces,2.6,25.6,42500.0,44625.0,Pune,36.6,1.06,55.00000000000001,21259.0
Natural Stone Slabs,Grade B,15.0,Tonnes,0.2,27.1,16500.0,17325.0,Delhi,31.0,1.1,55.00000000000001,7737.0
Galvanized Iron (GI) Pipes,Grade A,2000.0,Pieces,1.8,10.7,1100000.0,1155000.0,Mysuru,40.6,0.95,75.0,711796.0
Aluminum Windows,Grade B,5000.0,Pieces,2.3,7.5,14000000.0,14700000.0,Mysuru,11.9,0.95,55.00000000000001,6894040.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,3.4,58.9,0.0,0.0,Chennai,14.8,1.02,0.0,0.0
Corrugated Roofing Sheets,Grade B,500.0,sq.ft,4.6,24.0,32500.0,34125.0,Hyderabad,9.1,1.05,55.00000000000001,15716.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,3.2,61.9,0.0,0.0,Delhi,13.2,1.1,0.0,0.0
Aluminum Windows,Grade A,2000.0,Pieces,1.7,37.0,5600000.0,5880000.0,Pune,22.8,1.06,75.0,3516794.0
Marble Slabs,Grade B,500.0,sq.ft,5.9,28.6,105000.0,110250.0,Mysuru,46.8,0.95,55.00000000000001,46189.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,3.1,65.2,0.0,0.0,Mumbai,18.7,1.18,0.0,0.0
Sanitaryware Ceramics,Grade B,5000.0,Pieces,1.4,20.9,4250000.0,4462500.0,Delhi,43.2,1.1,55.00000000000001,2244282.0
Cement Blocks,Grade A,50.0,Pieces,1.5,20.7,2600.0,2730.0,Mysuru,15.1,0.95,75.0,1708.0
Galvanized Iron (GI) Pipes,Grade A,5000.0,Pieces,3.2,9.3,2750000.0,2887500.0,Mumbai,11.9,1.18,75.0,2328759.0
Granite Slabs,Grade D,250.0,sq.ft,0.8,69.1,47500.0,49875.0,Hyderabad,16.1,1.05,22.0,6330.0
Structural Wood / Timber,Grade B,250.0,sq.ft,7.9,16.9,32500.0,34125.0,Delhi,11.2,1.1,55.00000000000001,16741.0
Red Bricks,Grade B,500.0,Pieces,2.9,6.1,5500.0,5775.0,Mysuru,37.5,0.95,55.00000000000001,2923.0
Electrical Wiring & Panels,Grade D,1000.0,Pieces,2.3,47.9,220000.0,231000.0,Bangalore,49.0,1.12,22.0,39052.0
Galvanized Iron (GI) Pipes,Grade E,100.0,Pieces,0.9,66.6,55000.0,57750.0,Hyderabad,49.0,1.05,0.0,0.0
Flush Doors,Grade A,1000.0,Pieces,0.8,9.9,4200000.0,4410000.0,Mysuru,31.8,0.95,75.0,2827987.0
Marble Slabs,Grade A,100.0,sq.ft,0.6,17.2,21000.0,22050.0,Delhi,16.2,1.1,75.0,15070.0
Granite Slabs,Grade E,100.0,sq.ft,1.0,79.9,19000.0,19950.0,Pune,23.8,1.06,0.0,0.0
Granite Slabs,Grade A,500.0,sq.ft,7.8,27.5,95000.0,99750.0,Mumbai,15.2,1.18,75.0,67522.0
Mixed Demolition Waste,Grade E,60.0,Tonnes,2.0,53.7,27000.0,28350.0,Mumbai,9.5,1.18,0.0,0.0
TMT Steel Rods,Grade A,3000.0,kg,3.4,10.8,174000.0,182700.0,Bangalore,17.6,1.12,75.0,128594.0
Electrical Wiring & Panels,Grade A,500.0,Pieces,4.3,17.0,110000.0,115500.0,Chennai,36.1,1.02,75.0,75787.0
TMT Steel Rods,Grade C,1000.0,kg,1.8,65.8,58000.0,60900.0,Mumbai,30.6,1.18,38.0,17627.0
Electrical Wiring & Panels,Grade C,2000.0,Pieces,0.7,58.4,440000.0,462000.0,Mumbai,33.9,1.18,38.0,125712.0
Cement Blocks,Grade A,5000.0,Pieces,2.2,11.6,260000.0,273000.0,Chennai,5.7,1.02,75.0,182348.0
Red Bricks,Grade A,2000.0,Pieces,5.2,3.8,22000.0,23100.0,Hyderabad,8.7,1.05,75.0,15319.0
Galvanized Iron (GI) Pipes,Grade D,2000.0,Pieces,4.6,45.9,1100000.0,1155000.0,Mysuru,10.0,0.95,22.0,167184.0
